cbo_name,parent_organization,activity_type,activity_type_other,date_of_activity,activity_end_date,advertising_end_date,total_number_of_alert_sign_ups,total_people_spoken_to,City,address,description,total_number_of_houses,how_assisted,total_number_assisted,event_name,audience_details,education_grade,activity_total_material_dist,activity_collateral_dtls,activity_social_media_chan,total_number_nudgedalerted,total_number_of_calls,total_number_of_pledge_cards,total_number_of_impressions,impression_data_accuracy_confid,total_htc_of_impressions,htc_data_accuracy_confidence,HTC,immigrants_refugees,children_ages_0_5,limited_english_proficient_indi,htc_breakdown_data_confidence,Language,lang_arabic,lang_armenian,lang_assyrian_neo_aramaic,lang_cantonese,lang_chaldean_neo_aramaic,lang_chinese,lang_farsi,lang_filipino,lang_hindi,lang_hmong,lang_iu_mien,lang_japanese,lang_khmer,lang_korean,lang_mandarin,lang_min_nan_chinese,lang_portuguese,lang_punjabi,lang_russian,lang_spanish,lang_tagalog,lang_telugu,lang_thai,lang_ukrainian,lang_vietnamese,lang_other_info,lang_breakdown_data_confidence,funding_state_allocated,funding_county_direct,funding_acbo_direct,funding_foundation,funding_private,funding_volunteer_hours,qac_total_had_info_no_census,qac_total_completed_pc,qac_total_completed_phone,qac_total_completed_uscb_phone
Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,6/2/2020,,,,,Orange,"309 n rampart, orange, 92848",,,,,,,,,,,,,,163,high,95,high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,6/3/2020,,,,,Orange,"309 n rampart, orange, 92848",,,,,,,,,,,,,,97,high,95,high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,other,EDD assistance and reminding individuals to filled out the Census.,7/1/2020,7/20/2020,,,,Orange,"309 n rampart, orange, 92848",,,,,,,,,,,,,,52,very_high,80,very_high,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,
Orange County Labor Federarion ,Charitable Ventures,other,EDD assistance and reminding individuals to filled out the Census.,3/24/2020,4/23/2020,,,,Orange,"309 n. rampart street, suite a, orange 92868",,,,,,,,,,,,,,608,very_high,75,high,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange County Labor Federarion ,Charitable Ventures,other,remind every driver of the importance of census through the drive-thru food drive.,4/21/2020,,,,,Orange,"309 n. rampart street, suite a, orange 92868",,,,,,,,,,,,,,898,very_high,95,very_high,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange County Labor Federarion ,Charitable Ventures,other,remind every driver of the importance of census through the drive-thru food drive.,4/23/2020,,,,,Orange,"309 n. rampart street, suite a, orange 92868",,,,,,,,,,,,,,923,very_high,95,very_high,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,phone_banking,Phone banking ,5/21/2020,5/28/2020,,,,,309 n rampart st. orange 92868,,,,,,,,,,,,,,1390,high,80,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,social_media,Social Media outreach with link to fill out the Census ,5/21/2020,,,,,,"309 n. rampart street, orange 92868",,,,,,,,,,,,,,1593,high,70,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange County Labor Federarion ,Charitable Ventures,other,remind every driver of the importance of census through the drive-thru food drive.,4/28/2020,,,,,Orange,"309 n. rampart street, suite a, orange 92868",,,,,,,,,,,,,,862,very_high,95,very_high,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCS,Charitable Ventures,other,Media Post,3/24/2020,,,,,Orange,orange,,,,,,,,,,,,,,26,very_high,100,very_high,immigrants_refugees,26,,,very_high,korean,,,,,,,,,,,,,,22,,,,,,,,,,,,,very_high,,,,,,,,,,
The Cambodian Family,Charitable Ventures,other,Santa Ana Census Caravan,5/28/2020,,,,,Orange,orange,,,,,,,,,,,,,,10000,high,90,very_high,immigrants_refugees,9000,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,
Hope Community Services ,Charitable Ventures,other,food distribution,8/28/2020,,,,,Orange,orange,food distribution using Census tote bags  with translated Census flyers ,,,51,Food Distribution,,,,,,,,,51,exact,100,exact,"immigrants_refugees, limited_english_proficient_indi",51,,51,exact,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,51,,exact,,,,,,,,,,
CAP OC,Charitable Ventures,other,text banking,10/7/2020,10/15/2020,,,,Orange,orange,,,,,,,,,,,,,,89,high,100,high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,speaking_engagement,Census presentation,2/27/2020,,,,,,"8530 stanton ave, buena park, ca, 90620",,,,,,,,,,,,,,348,very_high,90,high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,
CAP OC,Charitable Ventures,other,text banking,10/12/2020,10/15/2020,,,,Orange,orange,,,,,,,,,,,,,,123,high,100,high,,,,,high,spanish,,,,,,,,,,,,,,,,,,,,123,,,,,,,high,,,,,,,,,,
Latino Health Access,Central Valley Opportunity Center,other,,10/14/2020,,,,,Orange,orange,Texts to COVID-19 Call Center callers,,,,,,,,,,,,,339,exact,100,very_high,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,
The LGBTQ Center OC,Charitable Ventures,other,"Hosted a zoom hangout where we went ahead and caught with some members of our community, while at the same time updating them about the Census",5/5/2020,5/5/2020,,,25,Santa Ana,"1605 n. spurgeon street, santa ana 92701","Hosted a meeting through zoom/phone were we discussed a basic census training so that we could be better informed about the census, and then discussed the logistics for the Census phone bank event.",,,,,,,,,,,,,25,exact,80,high,immigrants_refugees,6,,,high,spanish,,,,,,,,,,,,,,,,,,,,7,,,,,,,high,,,,,,,,,,
The Cambodian Family,Charitable Ventures,other,Food Drive,9/8/2020,,,,,Santa Ana,"1626 east 4th street, santa ana 92701",,,,,,,,,,,,,,25,exact,100,exact,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,4/14/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,immigrants_refugees,1935,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
OCAPICA,Charitable Ventures,social_media,social media,4/30/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,10358,medium,85,medium,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,4/26/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,immigrants_refugees,1935,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,5/27/2020,,,,,,309 n rampart st. orange 92868,,,,,,,,,,,,,,410,high,95,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Southland Integrated Services, Inc",Charitable Ventures,other,Outreach to Vietnamese Alliance Church in Santa Ana,3/7/2020,3/7/2020,,,,Santa Ana,"2130 n grand ave, santa ana 92705",,,,,,,,,,,,,,153,very_high,90,medium,"immigrants_refugees, limited_english_proficient_indi",80,,100,high,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,100,,very_high,,,,,,,,,,
Coalition of Orange County Community Health Centers ,Charitable Ventures,other,via-phone enrollment outreach,4/20/2020,4/24/2020,,,49,Santa Ana,"515 n cabrilllo park drive, suite 225 santa ana 92701",We assist consumers through enrollments into Covered CA and Medi-cal. We include education on the importance on being counted in the Census.,,Via-Phone,49,,OC/South County Communities,N/A,,,,,49,,49,exact,91,medium,limited_english_proficient_indi,,,10,medium,spanish,,,,,,,,,,,,,,,,,,,,45,,,,,,,medium,,,,,,,,,,
OCAPICA,Charitable Ventures,social_media,social media,5/30/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,2484,high,85,medium,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,other,remind every driver of the importance of census through the drive-thru food drive.,4/14/2020,,,,,,"309 n. rampart suite a, orange 92868",,,,,,,,,,,,,,288,very_high,90,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coalition of Orange County Community Health Centers ,Charitable Ventures,other,via-phone enrollment outreach,5/4/2020,5/8/2020,,,40,Santa Ana,"515 n cabrillo park drive, suite 22 santa ana 92701",We assist consumers through enrollments into Covered CA and Medi-cal. We include education on the importance on being counted in the Census.,,Via-Phone,40,,OC/South County Communities,N/A,,,Other,,40,,40,exact,75,medium,limited_english_proficient_indi,,,10,medium,spanish,,,,,,,,,,,,,,,,,,,,30,,,,,,,medium,,,,,,,,,,
Coalition of Orange County Community Health Centers ,Charitable Ventures,other,via-phone enrollment outreach,5/11/2020,5/15/2020,,,30,Santa Ana,"515 n cabrillo park drive, suite 22 santa ana 92701",We assist consumers through enrollments into Covered CA and Medi-cal. We include education on the importance on being counted in the Census.,,Via-Phone,30,,OC/South County Communities,N/A,,,Other,,30,,30,exact,80,medium,limited_english_proficient_indi,,,6,medium,spanish,,,,,,,,,,,,,,,,,,,,24,,,,,,,medium,,,,,,,,,,
Coalition of Orange County Community Health Centers ,Charitable Ventures,other,via-phone enrollment outreach,5/18/2020,5/22/2020,,,33,Santa Ana,"515 n cabrillo park drive, suite 22 santa ana 92701",We assist consumers through enrollments into Covered CA and Medi-cal. We include education on the importance on being counted in the Census.,,Via-Phone,33,,OC/South County Communities,N/A,,,Other,,33,,33,exact,73,medium,limited_english_proficient_indi,,,9,medium,spanish,,,,,,,,,,,,,,,,,,,,24,,,,,,,medium,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,8121 ellis ave huntington beach 92646,,,,,,,,,,,,,,100,exact,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coalition of Orange County Community Health Centers ,Charitable Ventures,other,via-phone enrollment outreach,5/25/2020,5/29/2020,,,25,Santa Ana,"515 n cabrillo park drive, suite 22 santa ana 92701",We assist consumers through enrollments into Covered CA and Medi-cal. We include education on the importance on being counted in the Census.,,Via-Phone,25,,OC/South County Communities,N/A,,,Other,,25,,25,exact,84,medium,limited_english_proficient_indi,,,10,medium,spanish,,,,,,,,,,,,,,,,,,,,21,,,,,,,medium,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,17150 newhope st suite 203 fountain valley 92708,,,,,,,,,,,,,,100,exact,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coalition of Orange County Community Health Centers ,Charitable Ventures,other,via-phone enrollment outreach,6/1/2020,6/5/2020,,,31,Santa Ana,"515 n cabrillo park drive, suite 22 santa ana 92701",We assist consumers through enrollments into Covered CA and Medi-cal. We include education on the importance on being counted in the Census.,,Via-Phone,31,,OC/South County Communities,N/A,,,Other,,31,,31,exact,74,medium,limited_english_proficient_indi,,,10,medium,spanish,,,,,,,,,,,,,,,,,,,,23,,,,,,,medium,,,,,,,,,,
Coalition of Orange County Community Health Centers ,Charitable Ventures,other,via-phone enrollment outreach,6/8/2020,6/12/2020,,,48,Santa Ana,"515 n cabrillo park drive, suite 22 santa ana 92701",We assist consumers through enrollments into Covered CA and Medi-cal. We include education on the importance on being counted in the Census.,,Via-Phone,48,,OC/South County Communities,N/A,,,Other,,48,,48,exact,83,medium,limited_english_proficient_indi,,,15,medium,spanish,,,,,,,,,,,,,,,,,,,,40,,,,,,,medium,,,,,,,,,,
CAP OC,Charitable Ventures,other,presentation,1/30/2020,,,,,Westminster,"14325 goldenwest st, westminster 92683",,,,,DELAC meeting ,,,27,,,,,,27,exact,100,high,"children_ages_0_5, limited_english_proficient_indi",,2,21,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,yes,no,no,no,no,,,,,
OCAPICA,Charitable Ventures,other,press conference,3/9/2020,,,,,Westminster,"14771 moran st, westminster 92683",,,,,,,,,,,,,,30,high,100,medium,immigrants_refugees,25,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,very_low,,,,,,,,,,
CAP OC ,Charitable Ventures,phone_banking,,8/31/2020,8/1/2020,,,,Anaheim,"10841 garza ave, anaheim 92804",,,,,,,,,,,,,,30,exact,100,high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,5/9/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,immigrants_refugees,1935,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,15750 magnolia w westminster 92683,,,,,,,,,,,,,,120,exact,100,high,,,,,low,spanish,,,,,,,,,,,,,,,,,,,,60,,,,,,,high,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,13552 goldenwest st westminster 92683,,,,,,,,,,,,,,100,exact,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC ,Charitable Ventures,phone_banking,,9/30/2020,9/1/2020,,,,Anaheim,"10841 garza ave, anaheim 92804",,,,,,,,,,,,,,25,exact,100,high,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,"1-1 conversations with Orange County friends, family, and resgistered voters",4/6/2020,,,,,Anaheim,119 e water st. apt b. anaheim 92805,,,,,,,,,,,,,,26,very_high,95,very_high,,,,,very_high,spanish,,,,,,,,,,,,,,,,,,,,26,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,"1-1 conversations with Orange County friends, family, and resgistered voters",4/23/2020,,,,,Anaheim,119 e water st. apt b. anaheim 92805,,,,,,,,,,,,,,26,very_high,95,very_high,,,,,very_high,spanish,,,,,,,,,,,,,,,,,,,,26,,,,,,,exact,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,11692 magnolia st. garden grove 92841,,,,,,,,,,,,,,100,exact,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters,4/20/2020,5/6/2020,,,,Anaheim,"1241 n east st #174, anaheim ca 92805",,,,,,,,,,,,,,38,exact,100,exact,,,,,exact,spanish,,,,,,,,,,,,,,,,,,,,38,,,,,,,high,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters,4/20/2020,5/6/2020,,,,Anaheim,"1241 n east st #174, anaheim ca 92805",,,,,,,,,,,,,,506,exact,100,exact,,,,,exact,spanish,,,,,,,,,,,,,,,,,,,,506,,,,,,,high,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters in HTC Census Tracts,5/18/2020,6/10/2020,,,,Anaheim,"1241 n east st #174, anaheim ca 92805",,,,,,,,,,,,,,686,exact,100,exact,,,,,exact,spanish,,,,,,,,,,,,,,,,,,,,686,,,,,,,exact,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,phone_banking,,3/25/2020,,,,,Anaheim,"1270 east lincoln ave, anaheim 92805","During wellness calls, reminding residents to fill out census",,,,,,,,,,,,,70,very_high,100,very_high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,advertising,Census 2020 Day advertising on UDW website page,4/1/2020,,,,,,"333 w civic center, santa ana, 92701",,,,,,,,,,,,,,3102,high,80,high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,1008 s. hathaway #l santa ana 92705,,,,,,,,,,,,,,100,exact,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,phone_banking,,3/25/2020,,,,,Anaheim,"1310 w. diamond street, anaheim 92801","During wellness calls, reminding residents to fill out census",,,,,,,,,,,,,25,very_high,100,very_high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,phone_banking,,3/25/2020,,,,,Anaheim,"1860 w. crescent, anaheim 92801","During wellness calls, reminding residents to fill out census",,,,,,,,,,,,,62,very_high,100,very_high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,13612 hoover st. westminster 92683,,,,,,,,,,,,,,100,exact,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,phone_banking,,3/25/2020,,,,,Anaheim,"225 s western ave, anaheim 92804","During wellness calls, reminding residents to fill out census",,,,,,,,,,,,,178,very_high,100,very_high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters in HTC Census Tracts,5/18/2020,6/10/2020,,,,Anaheim,310 w broadway anaheim 92805,,,,,,,,,,,,,,267,exact,100,exact,,,,,exact,spanish,,,,,,,,,,,,,,,,,,,,267,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,7/16/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90,very_high,immigrants_refugees,1935,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
Latino Health Access,Charitable Ventures,social_media,,5/8/2020,,,,,,orange,Facebook post,,,,,,,,,,,,,552,exact,75,high,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters in HTC Census Tracts,5/18/2020,6/10/2020,,,,Anaheim,310 w broadway anaheim 92805,,,,,,,,,,,,,,339,exact,100,exact,,,,,exact,spanish,,,,,,,,,,,,,,,,,,,,339,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters in HTC Census Tracts,5/18/2020,6/10/2020,,,,Anaheim,310 w broadway anaheim 92805,,,,,,,,,,,,,,232,exact,100,exact,,,,,exact,spanish,,,,,,,,,,,,,,,,,,,,232,,,,,,,exact,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,1202 e. 17th ste 104 santa ana 92701,,,,,,,,,,,,,,100,exact,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC,Charitable Ventures,media_other,eNewsletter,3/30/2020,,,,,,"6022 w cerritos ave, cypress 90630",,,,,,,,,,,,,,1046,exact,100,high,,,,,medium,other,,,,,,,,,,,,,,,,,,,,,,,,,,500,high,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters in HTC Census Tracts,5/18/2020,6/10/2020,,,,Anaheim,310 w broadway anaheim 92805,,,,,,,,,,,,,,318,exact,100,exact,,,,,exact,spanish,,,,,,,,,,,,,,,,,,,,318,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Spanish Speaking Santa Ana Residents,5/28/2020,,,,,Anaheim,310 w broadway anaheim 92805,,,,,,,,,,,,,,50,exact,100,exact,,,,,exact,spanish,,,,,,,,,,,,,,,,,,,,50,,,,,,,exact,,,,,,,,,,
Latino Health Access,Central Valley Opportunity Center,social_media,,10/3/2020,,,,,,orange,Social media Network,,,,,,,,,,,,,2657,exact,100,very_high,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters,4/20/2020,5/6/2020,,,,Anaheim,"612 s emily st, anaheim ca 92805",,,,,,,,,,,,,,102,exact,100,exact,,,,,exact,spanish,,,,,,,,,,,,,,,,,,,,102,,,,,,,high,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters in HTC Census Tracts,5/18/2020,6/10/2020,,,,Anaheim,"612 s emily st, anaheim ca 92805",,,,,,,,,,,,,,95,exact,100,exact,,,,,exact,spanish,,,,,,,,,,,,,,,,,,,,95,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,"1-1 conversations with Orange County friends, family, and resgistered voters",4/23/2020,,,,,Anaheim,629 w vermont ave. anaheim 92805,,,,,,,,,,,,,,54,very_high,100,very_high,,,,,very_high,spanish,,,,,,,,,,,,,,,,,,,,54,,,,,,,exact,,,,,,,,,,
OCAPICA,Charitable Ventures,nudgealert,,4/29/2020,,,,,,"6301 beach blvd. suite 320, buena park 90621",,,,,,,,,,,,,,350,high,90,medium,"immigrants_refugees, children_ages_0_5, limited_english_proficient_indi",200,200,200,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters,4/20/2020,5/6/2020,,,,Anaheim,"945 s canyon heights dr, anaheim ca 92808",,,,,,,,,,,,,,435,exact,100,exact,,,,,exact,spanish,,,,,,,,,,,,,,,,,,,,435,,,,,,,high,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters in HTC Census Tracts,5/18/2020,6/10/2020,,,,Anaheim,"945 s canyon heights dr, anaheim ca 92808",,,,,,,,,,,,,,256,exact,100,exact,,,,,exact,spanish,,,,,,,,,,,,,,,,,,,,256,,,,,,,exact,,,,,,,,,,
NALEO Educational Fund,Charitable Ventures,phone_banking,,7/30/2020,,,,,Anaheim,"santa ana, anaheim",Phone banked to low-responding Census tracts as part of OC Census Week of Action ,,,,,,,,,,,,,750,medium,70,medium,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,
OCAPICA,Charitable Ventures,social_media,social media,7/17/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,712,high,80,medium,immigrants_refugees,500,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,webinar,,7/17/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,11644,high,80,medium,children_ages_0_5,,5000,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,webinar,,8/14/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,3014,high,80,medium,immigrants_refugees,1000,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,social_media,social media,8/7/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,9373,high,80,medium,immigrants_refugees,5000,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,collateral,,9/21/2020,,,,,,"12832 garden grove blvd, suite e. garden grove 92843",,,,,,,,,,,,,,3000,high,100,medium,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,collateral,,9/21/2020,,,,,,"12901 s euclid st, garden grove 92840",,,,,,,,,,,,,,500,high,100,medium,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NALEO Educational Fund,Charitable Ventures,phone_banking,,7/31/2020,,,,,Anaheim,"santa ana, anaheim",Phone banked to low-responding Census tracts as part of OC Census Week of Action ,,,,,,,,,,,,,522,medium,70,medium,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,phone_banking,,3/25/2020,,,,,Brea,"255 s. kraemer circle, brea 92821","During wellness calls, reminding residents to fill out census",,,,,,,,,,,,,115,very_high,100,very_high,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,phone_banking,,3/25/2020,,,,,Brea,"401 discovery lane, brea 92821","During wellness calls, reminding residents to fill out census",,,,,,,,,,,,,94,very_high,100,very_high,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,65 enterprise 3rd floor aliso viejo 92656,,,,,,,,,,,,,,100,exact,100,high,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,"1-1 conversations with Orange County friends, family, and resgistered voters",4/23/2020,,,,,Buena Park,6322 stanton ave. apt. e. buena park 90621,,,,,,,,,,,,,,40,very_high,95,very_high,,,,,very_high,spanish,,,,,,,,,,,,,,,,,,,,40,,,,,,,exact,,,,,,,,,,
CAP OC,Charitable Ventures,collateral,,6/15/2020,,,,,,"1550 superior ave, costa mesa 92627",,,,,,,,,,,,,,110,exact,100,high,children_ages_0_5,,110,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
