,cbo_name,parent_organization,activity_type,activity_type_other,date_of_activity,activity_end_date,advertising_end_date,total_number_of_alert_sign_ups,total_people_spoken_to,City,address,description,total_number_of_houses,how_assisted,total_number_assisted,event_name,audience_details,education_grade,activity_total_material_dist,activity_collateral_dtls,activity_social_media_chan,total_number_nudgedalerted,total_number_of_calls,total_number_of_pledge_cards,total_number_of_impressions,impression_data_accuracy_confid,total_htc_of_impressions,htc_data_accuracy_confidence,immigrants_refugees,middle_eastern_and_north_africa,homeless_individuals_and_famili,farmworkers,veterans,latinos,asian_americans_pacific_islande,african_americans,native_americans_tribal_communi,children_ages_0_5,lesbian_gay_bisexual_transgende,limited_english_proficient_indi,people_with_disabilities,seniorsolder_adults,low_broadband_subscription_rate,htc_breakdown_data_confidence,lang_arabic,lang_armenian,lang_assyrian_neo_aramaic,lang_cantonese,lang_chaldean_neo_aramaic,lang_chinese,lang_farsi,lang_filipino,lang_hindi,lang_hmong,lang_iu_mien,lang_japanese,lang_khmer,lang_korean,lang_mandarin,lang_min_nan_chinese,lang_portuguese,lang_punjabi,lang_russian,lang_spanish,lang_tagalog,lang_telugu,lang_thai,lang_ukrainian,lang_vietnamese,lang_other_info,lang_breakdown_data_confidence,funding_state_allocated,funding_county_direct,funding_acbo_direct,funding_foundation,funding_private,funding_volunteer_hours,qac_total_had_info_no_census,qac_total_completed_pc,qac_total_completed_phone,qac_total_completed_uscb_phone,city_match
883,OC Herald Center,Charitable Ventures,other,CAAOC (Chinese American Association of Orange County) group #1,3/31/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,496,medium,100.0,very_high,,,,,,,496.0,,,,,,,,,very_high,,,,,,496.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
884,KCS,Charitable Ventures,speaking_engagement,,3/8/2020,,,,,,"412 n crescent way anaheim, ca 92801",,,,,"8 AM, 9:45 AM, & 11:30 AM Mass",Korean Catholic congregation,,975.0,,,,,,975,exact,100.0,exact,975.0,,,,,,975.0,,,,,400.0,,300.0,,high,,,,,,,,,,,,,,975.0,,,,,,,,,,,,,exact,,,,,,,,,,,Anaheim
885,OC Herald Center,Chinese Christian Herald Crusades Los Angeles,other,Agape Fellowship,3/31/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,74,high,100.0,very_high,,,,,,,74.0,,,,,,,,,very_high,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
886,OC Herald Center,Chinese Christian Herald Crusades Los Angeles,other,Mariners Church,3/31/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,379,medium,100.0,very_high,,,,,,,379.0,,,,,,,,,very_high,,,,,,379.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
887,OC Herald Center,Charitable Ventures,other,Good Sister Parenting group,3/31/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,115,high,100.0,very_high,,,,,,,115.0,,,,,,,,,very_high,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
888,CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,"150 e. 1st ave la habra, 90631",,,,,,,,,,,,,,100,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Habra
889,OC Herald Center,Chinese Christian Herald Crusades Los Angeles,other,Chinese Baptiest Church of Orange County Song of Songs Small Group,4/1/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,26,high,100.0,very_high,,,,,,,26.0,,,,,,,,,very_high,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
890,Orange County Labor Federation,Charitable Ventures,advertising,Census 2020 Facebook post,3/6/2020,,,,,,"309 n. rampart street, orange, 92868",,,,,,,,,,,,,,402,high,80.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
891,CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,2311 e. chapman ave fullerton 92831,,,,,,,,,,,,,,100,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fullerton
892,OC Herald Center,Charitable Ventures,other,Irvine Chinese Support Alliance,4/6/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,490,medium,100.0,high,,,,,,,490.0,,,,,,,,,high,,,,,,490.0,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Irvine
893,OC Herald Center,Charitable Ventures,other,SBC Open Door Study,4/6/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,173,medium,100.0,high,,,,,,,173.0,,,,,,,,,high,,,,,,173.0,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Irvine
894,OC Herald Center,Charitable Ventures,other,2020 Spring YIA PTA,4/6/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,45,very_high,100.0,very_high,,,,,,,45.0,,,,,,,,,very_high,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
895,OC Herald Center,Charitable Ventures,other,House of Grace Wechat,4/6/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,343,medium,100.0,high,,,,,,,343.0,,,,,,,,,high,,,,,,343.0,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Irvine
896,CAP OC,Charitable Ventures,collateral,,6/23/2020,,,,,,"631 s brookhurst st #107, anaheim 92804",,,,,,,,,,,,,,110,EXACT,100.0,high,,,,,,,,,,110.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anaheim
897,CAP OC ,Charitable Ventures,nudgealert,email,4/1/2020,,,,,,"11870 monarch st, garden grove 92841",,,,,,,,,,,,,,123,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,,Garden Grove
898,OC Herald Center,Charitable Ventures,other,Saddleback Church Chinese Fellowship,4/6/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,423,medium,100.0,high,,,,,,,423.0,,,,,,,,,high,,,,,,423.0,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Irvine
899,OC Herald Center,Charitable Ventures,other,OCHC HYE PTA,4/6/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,170,high,100.0,high,,,,,,,170.0,,,,,,,,,high,,,,,,170.0,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Irvine
900,OC Herald Center,Charitable Ventures,other,WHS Chinese PTA,4/6/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,239,medium,100.0,high,,,,,,,239.0,,,,,,,,,high,,,,,,239.0,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Irvine
901,CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,22600 lambert st #1006 lake forest 92630,,,,,,,,,,,,,,100,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lake Forest
902,OC Herald Center,Charitable Ventures,other,Mariners Church,4/6/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,379,medium,100.0,high,,,,,,,379.0,,,,,,,,,high,,,,,,379.0,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Irvine
903,OC Herald Center,Charitable Ventures,other,CA Chinese Daily Circle,4/6/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,408,medium,100.0,high,,,,,,,408.0,,,,,,,,,high,,,,,,408.0,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Irvine
904,CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,18700 harvard ave irvine 92612,,,,,,,,,,,,,,100,exact,100.0,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irvine
905,"Southland Integrated Services, Inc.",Charitable Ventures,phone_banking,,4/6/2020,4/13/2020,,,,,orange,Phone Banking encourage complete of census and important dates,,,,,,,,,,,,,2500,,80.0,medium,60.0,,,,,,50.0,,,5.0,,65.0,,10.0,,medium,,,,,,5.0,,,,,,,,,,,,,,45.0,,,,,20.0,,medium,,,,,,,,,,,Orange
906,OC Herald Center,Charitable Ventures,other,Agape Fellowship,4/6/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,74,high,100.0,high,,,,,,,74.0,,,,,,,,,high,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Irvine
907,OC Herald Center,Charitable Ventures,other,Friends of OCHC,4/6/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,66,very_high,100.0,high,,,,,,,66.0,,,,,,,,,high,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Irvine
908,OC Herald Center,Charitable Ventures,other,IUSD Chinese PTA,4/6/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,499,medium,100.0,high,,,,,,,499.0,,,,,,,,,high,,,,,,499.0,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Irvine
909,OC Herald Center,Chinese Christian Herald Crusades Los Angeles,other,Josephine Huang- principal of?�EFCI Evergreen Senior College,4/7/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,400,high,100.0,very_high,,,,,,,400.0,,,,,,,,,very_high,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Irvine
910,OC Herald Center,Charitable Ventures,other,Herald Monthly  - Master List,4/10/2020,,,,,Irvine,"18025 sky park cir #b, irvine ca 92614",,,,,,,,,,,,,,750,medium,100.0,high,,,,,,,750.0,,,,,,,,,high,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Irvine
911,Help Me Grow,Charitable Ventures,other,Script on toll free phone line - # of callers ,4/13/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,39,exact,100.0,exact,,,,,,,,,,39.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,very_high,,,,,,,,,,,Orange
912,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,7/14/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Orange
913,OCAPICA,Charitable Ventures,social_media,social media,7/10/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,6369,high,80.0,medium,,,,,,1000.0,5000.0,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garden Grove
914,Help Me Grow,Charitable Ventures,other,Script on toll free phone line - # of callers ,4/20/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,35,exact,100.0,exact,,,,,,,,,,35.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,very_high,,,,,,,,,,,Orange
915,Help Me Grow,Charitable Ventures,other,Script on toll free phone line - # of callers ,4/27/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,32,exact,100.0,exact,,,,,,,,,,32.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,very_high,,,,,,,,,,,Orange
916,Help Me Grow,Charitable Ventures,other,Script on toll free phone line - # of callers ,5/4/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,31,exact,100.0,exact,,,,,,,,,,31.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,very_high,,,,,,,,,,,Orange
917,Help Me Grow,Charitable Ventures,other,Script on toll free phone line - # of callers ,5/11/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,54,exact,100.0,exact,,,,,,,,,,54.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,very_high,,,,,,,,,,,Orange
918,Help Me Grow,Charitable Ventures,other,Script on toll free phone line - # of callers ,5/18/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,43,exact,100.0,exact,,,,,,,,,,43.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,very_high,,,,,,,,,,,Orange
919,Help Me Grow,Charitable Ventures,other,Script on toll free phone line - # of callers ,5/25/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,38,exact,100.0,exact,,,,,,,,,,38.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,very_high,,,,,,,,,,,Orange
920,Help Me Grow,Charitable Ventures,other,Script on toll free phone line - # of callers ,6/1/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,39,exact,100.0,exact,,,,,,,,,,39.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,very_high,,,,,,,,,,,Orange
921,Help Me Grow,Charitable Ventures,other,Script on toll free phone line - # of callers ,6/8/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,55,exact,100.0,exact,,,,,,,,,,55.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,very_high,,,,,,,,,,,Orange
922,CAP OC ,Charitable Ventures,collateral,,8/26/2020,,,,,,"10841 garza ave, anaheim 92804",,,,,,,,,,,,,,179,exact,100.0,high,,,,,,,,,,179.0,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anaheim
923,Help Me Grow,Charitable Ventures,other,Script on toll free phone line - # of callers ,6/15/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,42,exact,100.0,exact,,,,,,,,,,42.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,very_high,,,,,,,,,,,Orange
924,Help Me Grow,Charitable Ventures,other,Script on toll free phone line - # of callers ,6/22/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,48,exact,100.0,exact,,,,,,,,,,48.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,very_high,,,,,,,,,,,Orange
925,Help Me Grow,Charitable Ventures,other,Script on toll free phone line - # of callers ,6/29/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,50,exact,100.0,exact,,,,,,,,,,50.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,very_high,,,,,,,,,,,Orange
926,Help Me Grow,Charitable Ventures,other,Script on toll free phone line - # of callers ,7/6/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,48,exact,100.0,exact,,,,,,,,,,48.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,very_high,,,,,,,,,,,Orange
927,Help Me Grow,Charitable Ventures,other,Script on toll free phone line - # of callers ,7/13/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,37,exact,100.0,exact,,,,,,,,,,37.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,very_high,,,,,,,,,,,Orange
928,Help Me Grow,Charitable Ventures,other,Script on toll free phone line - # of callers ,7/20/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,44,exact,100.0,exact,,,,,,,,,,44.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,very_high,,,,,,,,,,,Orange
929,Help Me Grow,Charitable Ventures,other,Script on toll free phone line - # of callers ,7/27/2020,,,,,Orange,"1120 w. la veta ave., orange 92868",,,,,,,,,,,,,,57,exact,100.0,exact,,,,,,,,,,57.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,very_high,,,,,,,,,,,Orange
930,Help Me Grow,Charitable Ventures,other,Script on toll free phone line - # of callers ,4/6/2020,,,,,Orange,"1120 w. la veta ave., orange 928868",,,,,,,,,,,,,,39,exact,100.0,exact,,,,,,,,,,39.0,,,,,,very_high,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,very_high,,,,,,,,,,,Orange
931,Orange County Labor Federation,Charitable Ventures,other,remind every driver of the importance of census through the drive-thru food drive.,3/19/2020,,,,,Orange,"309 n rampart st, orange 92868",,,,,,,,,,,,,,395,exact,100.0,very_high,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Orange
932,Orange County Labor Federation,Charitable Ventures,other,remind every driver of the importance of census through the drive-thru food drive.,3/23/2020,,,,,Orange,"309 n rampart st, orange 92868",,,,,,,,,,,,,,518,exact,100.0,very_high,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Orange
933,Orange County Labor Federation,Charitable Ventures,other,remind every driver of the importance of census through the drive-thru food drive.,3/26/2020,,,,,Orange,"309 n rampart st, orange 92868",,,,,,,,,,,,,,426,exact,100.0,very_high,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Orange
934,Orange County Labor Federation,Charitable Ventures,other,remind every driver of the importance of census through the drive-thru food drive.,3/30/2020,,,,,Orange,"309 n rampart st, orange 92868",,,,,,,,,,,,,,414,exact,100.0,very_high,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Orange
935,Orange County Labor Federation,Charitable Ventures,other,remind every driver of the importance of census through the drive-thru food drive.,4/7/2020,,,,,Orange,"309 n rampart street, orange 92868",,,,,,,,,,,,,,1023,very_high,95.0,very_high,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Orange
936,Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,7/14/2020,,,,,Orange,"309 n rampart street, orange 92868",,,,,,,,,,,,,,400,high,95.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
937,Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,7/21/2020,,,,,Orange,"309 n rampart street, orange 92868",,,,,,,,,,,,,,550,high,95.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
938,Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,7/28/2020,,,,,Orange,"309 n rampart street, orange 92868",,,,,,,,,,,,,,550,high,95.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
939,Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,8/4/2020,,,,,Orange,"309 n rampart street, orange 92868",,,,,,,,,,,,,,550,high,95.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
940,Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,8/11/2020,,,,,Orange,"309 n rampart street, orange 92868",,,,,,,,,,,,,,550,high,95.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
941,Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,9/8/2020,,,,,Orange,"309 n rampart street, orange 92868",,,,,,,,,,,,,,550,high,95.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
942,Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,9/15/2020,,,,,Orange,"309 n rampart street, orange 92868",,,,,,,,,,,,,,550,high,95.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
943,Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,9/22/2020,,,,,Orange,"309 n rampart street, orange 92868",,,,,,,,,,,,,,550,high,95.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
944,Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,9/29/2020,,,,,Orange,"309 n rampart street, orange 92868",,,,,,,,,,,,,,550,high,95.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
945,Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,10/6/2020,,,,,Orange,"309 n rampart street, orange 92868",,,,,,,,,,,,,,550,high,95.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
946,Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,6/23/2020,,,,,Orange,"309 n rampart, orange 92868",,,,,,,,,,,,,,481,high,95.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
947,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,5/15/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90.0,very_high,1800.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
948,Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,7/7/2020,,,,,Orange,"309 n rampart, orange 92868",,,,,,,,,,,,,,410,high,95.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
949,The LGBTQ Center OC,Charitable Ventures,flyers,Outreach event,3/7/2020,3/7/2020,,,25.0,,"1450 17th st, santa ana 92705",Bree Terronez attended the Legacy Resource Fair and there distributed census flyers to individuals we interacted with,,,25.0,Legacy Resource Fair,,,25.0,General Census Flyersa,,,,,25,high,75.0,medium,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,,Santa Ana
950,Orange County Labor Federation,Charitable Ventures,other,EDD assistance and reminding individuals to filled out the Census.,6/2/2020,6/8/2020,,,,Orange,"309 n rampart, orange, 92848",,,,,,,,,,,,,,36,very_high,80.0,very_high,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
951,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,5/5/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
952,The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,5/4/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90.0,very_high,1935.0,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,,Santa Ana
953,Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,6/2/2020,,,,,Orange,"309 n rampart, orange, 92848",,,,,,,,,,,,,,163,high,95.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
954,Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,6/3/2020,,,,,Orange,"309 n rampart, orange, 92848",,,,,,,,,,,,,,97,high,95.0,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
955,Orange County Labor Federation,Charitable Ventures,other,EDD assistance and reminding individuals to filled out the Census.,7/1/2020,7/20/2020,,,,Orange,"309 n rampart, orange, 92848",,,,,,,,,,,,,,52,very_high,80.0,very_high,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,Orange
956,Orange County Labor Federarion ,Charitable Ventures,other,EDD assistance and reminding individuals to filled out the Census.,3/24/2020,4/23/2020,,,,Orange,"309 n. rampart street, suite a, orange 92868",,,,,,,,,,,,,,608,very_high,75.0,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
957,Orange County Labor Federarion ,Charitable Ventures,other,remind every driver of the importance of census through the drive-thru food drive.,4/21/2020,,,,,Orange,"309 n. rampart street, suite a, orange 92868",,,,,,,,,,,,,,898,very_high,95.0,very_high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
958,Orange County Labor Federarion ,Charitable Ventures,other,remind every driver of the importance of census through the drive-thru food drive.,4/23/2020,,,,,Orange,"309 n. rampart street, suite a, orange 92868",,,,,,,,,,,,,,923,very_high,95.0,very_high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
959,Orange County Labor Federation,Charitable Ventures,phone_banking,Phone banking ,5/21/2020,5/28/2020,,,,,309 n rampart st. orange 92868,,,,,,,,,,,,,,1390,high,80.0,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
960,Orange County Labor Federation,Charitable Ventures,social_media,Social Media outreach with link to fill out the Census ,5/21/2020,,,,,,"309 n. rampart street, orange 92868",,,,,,,,,,,,,,1593,high,70.0,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
961,Orange County Labor Federarion ,Charitable Ventures,other,remind every driver of the importance of census through the drive-thru food drive.,4/28/2020,,,,,Orange,"309 n. rampart street, suite a, orange 92868",,,,,,,,,,,,,,862,very_high,95.0,very_high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange
962,KCS,Charitable Ventures,other,Media Post,3/24/2020,,,,,Orange,orange,,,,,,,,,,,,,,26,very_high,100.0,very_high,26.0,,,,,,26.0,,,,,,,,,very_high,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,very_high,,,,,,,,,,,Orange
963,The Cambodian Family,Charitable Ventures,other,Santa Ana Census Caravan,5/28/2020,,,,,Orange,orange,,,,,,,,,,,,,,10000,high,90.0,very_high,9000.0,,,,,,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,very_high,,,,,,,,,,,Orange
