,cbo_name,activity_type,activity_type_other,City,city_extracted,htc_category
11928,OCAPICA,phone_banking,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11929,OCAPICA,phone_banking,,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
11936,Jamboree Housing Corporation,phone_banking,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11939,Jamboree Housing Corporation,phone_banking,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11940,Jamboree Housing Corporation,phone_banking,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11941,Jamboree Housing Corporation,phone_banking,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
11966,Institute for Healthcare Advancement ,booths,Outreach,,La Habra,Asian American & Pacific Islander (AAPI)
11978,"Southland Integrated Services, Inc.",meeting,Distributing flyer and promotional items to individuals,,Garden Grove,Asian American & Pacific Islander (AAPI)
11999,"Southland Integrated Services, Inc.",phone_banking,phone banking-calling individual homes,Orange,Orange,Asian American & Pacific Islander (AAPI)
12027,Boys & Girls Clubs of Garden Grove,speaking_engagement,,,Garden Grove,Asian American & Pacific Islander (AAPI)
12050,AASCSC,other,reporter,,Santa Ana,Asian American & Pacific Islander (AAPI)
12058,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12059,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12067,OCAPICA,social_media,social media,,Garden Grove,Asian American & Pacific Islander (AAPI)
12070,OC Herald Center,other,CA Chinese Daily Circle,,Irvine,Asian American & Pacific Islander (AAPI)
12072,OC Human Relations,phone_banking,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12074,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12080,OCAPICA,nudgealert,,,Garden Grove,Asian American & Pacific Islander (AAPI)
12094,OCAPICA,event,,,Irvine,Asian American & Pacific Islander (AAPI)
12098,OCAPICA,social_media,social media,,Garden Grove,Asian American & Pacific Islander (AAPI)
12099,OC Human Relations,phone_banking,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12102,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12107,California Healthy Nail Salon Collaborative,phone_banking,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12129,CAIR-LA,phone_banking,Phonebanking ,Orange,Orange,Asian American & Pacific Islander (AAPI)
12140,Jamboree Housing Corporation,phone_banking,,San Clemente,San Clemente,Asian American & Pacific Islander (AAPI)
12144,The LGBTQ Center OC,phone_banking,Called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
12147,The LGBTQ Center OC,phone_banking,called members of our phone list to check in with them during this COVID-19 situation while at the same time seeing if they had completed the census yet.,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
12149,KCS,other,Full Pg Ad on KoreaDaily,,Buena Park,Asian American & Pacific Islander (AAPI)
12154,The Cambodian Family,phone_banking,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
12161,AASCSC,phone_banking,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
12162,AASCSC,phone_banking,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
12163,OCAPICA,webinar,,,Garden Grove,Asian American & Pacific Islander (AAPI)
12166,AASCSC,other,reporter,,Santa Ana,Asian American & Pacific Islander (AAPI)
12169,Institute for Healthcare Advancement ,social_media,Facebook ,,Orange,Asian American & Pacific Islander (AAPI)
12170,AASCSC,phone_banking,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
12172,AASCSC,phone_banking,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
12173,Institute for Healthcare Advancement ,booths,Outreach,,La Habra,Asian American & Pacific Islander (AAPI)
12174,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12175,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12176,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12177,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12178,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12179,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12180,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12181,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12183,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12184,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12185,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12188,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12190,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12192,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12193,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12195,The Cambodian Family,social_media,social media post,,Santa Ana,Asian American & Pacific Islander (AAPI)
12196,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12197,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12198,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12199,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12200,OC Herald Center,other,House of Grace Wechat,,Irvine,Asian American & Pacific Islander (AAPI)
12202,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12204,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12207,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12208,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12209,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12210,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12214,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12215,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12216,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12217,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12219,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12220,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12221,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12222,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12224,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12227,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12228,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12229,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12230,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12231,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12232,VietRISE,phone_banking,,Westminster,Westminster,Asian American & Pacific Islander (AAPI)
12233,OC Herald Center,other,Friends of OCHC,,Irvine,Asian American & Pacific Islander (AAPI)
12236,OC Herald Center,social_media,House Living,,Irvine,Asian American & Pacific Islander (AAPI)
12241,AltaMed,pledge_cards,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
12246,KCS,qac,Telephone inquiry,Buena Park,Buena Park,Asian American & Pacific Islander (AAPI)
12247,KCS,qac,Telephone inquiry,Buena Park,Buena Park,Asian American & Pacific Islander (AAPI)
12257,The Cambodian Family,qac,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
12258,The Cambodian Family,qac,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
12263,The Cambodian Family,qac,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
12264,The Cambodian Family,qac,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
12273,"Southland Integrated Services, Inc.",social_media,Distribution of Census flyers and promotiona; items in food assistance packages,Fountain Valley,Fountain Valley,Asian American & Pacific Islander (AAPI)
12275,"Southland Integrated Services, Inc.",social_media,Facebook-Social media post,Garden Grove,Garden Grove,Asian American & Pacific Islander (AAPI)
12276,AASCSC,social_media,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12277,AASCSC,social_media,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12278,OC Herald Center,social_media,M Medical Insurance Core CCM,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12279,OC Herald Center,social_media,1+1 Living Plaza,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12281,OC Herald Center,social_media,WHS Chinese PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12282,OC Herald Center,social_media,CA Chinese Daily Circle,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12283,OC Herald Center,social_media,2020 Spring YIA PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12284,OCAPICA,meeting,,,Garden Grove,Asian American & Pacific Islander (AAPI)
12285,OC Herald Center,social_media,IUSD Chinese PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12287,OC Herald Center,social_media,SBC Open Door Study,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12288,OCAPICA,webinar,,,Garden Grove,Asian American & Pacific Islander (AAPI)
12289,OC Herald Center,social_media,OCHC HYE PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12290,OC Herald Center,social_media,Irvine Chinese Support Alliance,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12291,OC Herald Center,social_media,Friends of OCHC,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12292,OC Herald Center,social_media,Irvine Chinese Support Alliance,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12293,VietRISE,social_media,Social media posting on update on census phone-banking campaign,,Westminster,Asian American & Pacific Islander (AAPI)
12294,OC Herald Center,social_media,SBC Open Door Study,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12295,OC Herald Center,social_media,WHS Chinese PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12296,OC Herald Center,social_media,2020 Spring YIA PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12297,OC Herald Center,social_media,IUSD Chinese PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12298,OC Herald Center,social_media,OCHC HYE PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12299,OC Herald Center,social_media,CA Chinese Daily Circle,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12301,OC Herald Center,social_media,Friends of OCHC,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12302,OC Herald Center,social_media,SBC Open Door Study,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12303,OC Herald Center,social_media,Friends of OCHC,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12306,OC Herald Center,social_media,WHS Chinese PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12307,OC Herald Center,social_media,IUSD Chinese PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12308,OC Herald Center,social_media,CA Chinese Daily Circle,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12309,OC Herald Center,social_media,OCHC HYE PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12312,OC Herald Center,social_media,Irvine Chinese Support Alliance,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12313,OC Herald Center,social_media,2020 Spring YIA PTA,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12315,OC Herald Center,social_media,Email for raido interview,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12316,OC Herald Center,social_media,HYE Youth Chat Group,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12317,OC Herald Center,social_media,Donation Day,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12318,AASCSC,social_media,,Irvine,Irvine,Asian American & Pacific Islander (AAPI)
12324,KCS,social_media,Social Media Post,Orange,Orange,Asian American & Pacific Islander (AAPI)
12326,OCAPICA,webinar,,,Garden Grove,Asian American & Pacific Islander (AAPI)
12328,KCS,social_media,Social Media Post,Orange,Orange,Asian American & Pacific Islander (AAPI)
12329,KCS,social_media,Social Media Post,Orange,Orange,Asian American & Pacific Islander (AAPI)
12330,VietRISE,social_media,Social Media (Facebook) advertisement to share details of the press conference and impact of the census on undercounted Vietnamese and immigrant communities,Orange,Orange,Asian American & Pacific Islander (AAPI)
12331,VietRISE,social_media,Social media posting (Instagram) of census information and programs it funds,Orange,Orange,Asian American & Pacific Islander (AAPI)
12333,KCS,social_media,Social Media Post,Orange,Orange,Asian American & Pacific Islander (AAPI)
12348,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12353,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12354,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12356,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12357,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12358,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12359,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12363,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12364,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12368,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12369,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12374,OC Human Relations,social_media,Videos and Post in several languages,Orange,Orange,Asian American & Pacific Islander (AAPI)
12377,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12378,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12379,"Southland Integrated Services, Inc.",advertising,2020 Census promotion by sending mailchimp to e-newsletter subscribers,,Fountain Valley,Asian American & Pacific Islander (AAPI)
12382,OC Human Relations,social_media,post in several languages,Orange,Orange,Asian American & Pacific Islander (AAPI)
12383,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12384,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12387,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12388,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12389,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12390,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12391,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12392,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12393,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12399,AASCSC,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12405,OC Human Relations,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12414,OC Herald Center,flyers,Census Email Campaign  - Master List,,Irvine,Asian American & Pacific Islander (AAPI)
12419,OC Human Relations,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12421,California Healthy Nail Salon Collaborative,social_media,,,,Asian American & Pacific Islander (AAPI)
12424,OC Human Relations,social_media,,Orange,Orange,Asian American & Pacific Islander (AAPI)
12439,The Cambodian Family,social_media,social media post,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
12447,AASCSC,social_media,,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
12448,AASCSC,social_media,facebook share,Santa Ana,Santa Ana,Asian American & Pacific Islander (AAPI)
